m_name	n_HBD	n_aliphatic_heterocycles	n_HBA	m_logp	n_atoms_stereo_centers	n_O	n_hetero_atoms	n_primary_carbon_atoms	n_HOH	n_hetero_cycles	n_aliphatic_carbocycles	n_saturated_carbocycles	n_briged_head_atoms	fraction_CSP3	is_cns_molecule
ACETAZOLAMIDE	2	0	6	-0.8561000000000003	0	7	9	4	3	1	0	0	0	0.25	1
CINOLAZEPAM	1	1	4	2.8951800000000016	1	5	7	18	1	1	0	0	0	0.16666666666666666	1
ONDANSETRON	0	0	4	3.1285200000000017	1	4	4	18	0	2	1	0	0	0.3333333333333333	1
BEVANTOLOL	2	0	5	2.584220000000001	1	5	5	20	2	0	0	0	0	0.4	0
PANTOTHENIC	4	0	4	-1.0432999999999997	1	6	6	9	4	0	0	0	0	0.7777777777777778	0
SULINDAC	1	0	2	4.365500000000004	1	3	5	20	1	0	1	0	0	0.15	0
CORTISONE_ACETATE	2	0	5	1.9898	6	5	5	21	2	0	4	3	0	0.7619047619047619	0
CLIDINIUM_BROMIDE	1	3	3	2.7045000000000003	1	4	4	22	1	3	0	0	2	0.4090909090909091	0
LACTULOSE	8	1	11	-5.552999999999992	8	11	11	12	8	1	0	0	0	0.9166666666666666	0
HYDROMORPHONE	1	2	4	1.6303	4	4	4	17	1	2	2	1	2	0.5882352941176471	1
MEFENAMIC_ACID	2	0	2	3.7452400000000017	0	3	3	15	2	0	0	0	0	0.13333333333333333	0
MEPHENYTOIN	1	1	2	1.4735000000000005	1	4	4	12	1	1	0	0	0	0.3333333333333333	1
PENTOXIFYLLINE	0	0	7	0.1929999999999996	0	7	7	13	0	2	0	0	0	0.5384615384615384	0
RIZATRIPTAN	1	0	4	1.9118	0	5	5	15	1	2	0	0	0	0.3333333333333333	1
TRANEXAMIC_ACID	2	0	2	0.8361000000000001	0	3	3	8	3	0	1	1	0	0.875	0
ACITRETIN	1	0	2	5.167060000000005	0	3	3	21	1	0	0	0	0	0.2857142857142857	0
DIETHYLSTILBESTROL_DIPHOSPHATE	2	0	2	4.828600000000005	0	2	2	18	2	0	0	0	0	0.2222222222222222	0
GALANTAMINE	1	2	4	1.8503000000000005	3	4	4	17	1	2	1	0	0	0.5294117647058824	1
MEBENDAZOLE	2	0	4	2.9722000000000013	0	6	6	16	2	1	0	0	0	0.0625	0
HYDROXYZINE	1	1	4	3.0559000000000016	1	4	5	21	1	1	0	0	0	0.42857142857142855	1
CYSTEAMINE_BITARTRATE	2	0	2	-0.12509999999999988	0	1	2	2	2	0	0	0	0	1.0	0
PROTRIPTYLINE	1	0	1	4.301900000000003	0	1	1	19	1	0	1	0	0	0.2631578947368421	1
IOCETAMIC_ACID	2	0	3	3.156200000000001	1	5	8	12	3	0	0	0	0	0.3333333333333333	0
DIOSMIN	8	2	15	-1.0897000000000006	10	15	15	28	8	3	0	0	0	0.4642857142857143	0
LINCOMYCIN_HYDROCHLORIDE	5	2	8	-0.8569999999999969	9	8	9	18	5	2	0	0	0	0.9444444444444444	0
THIOTHIXENE	0	2	5	3.4707000000000017	0	5	7	23	0	2	0	0	0	0.39130434782608703	1
TRIAMTERENE	3	0	7	0.8333999999999999	0	7	7	12	6	2	0	0	0	0.0	0
RACECADOTRIL	1	0	5	2.9846000000000013	1	5	6	21	1	0	0	0	0	0.2857142857142857	0
LORAZEPAM	2	1	3	3.101300000000001	1	4	6	15	2	1	0	0	0	0.06666666666666668	1
MEPTAZINOL	1	1	2	3.1557000000000017	1	2	2	15	1	1	0	0	0	0.6	1
RIBOFLAVIN	5	2	9	-1.7235599999999989	3	10	10	17	5	2	0	0	0	0.4117647058823529	0
TRIDIHEXETHYL_CHLORIDE	1	0	1	4.721100000000004	1	2	2	21	1	0	1	1	0	0.7142857142857143	0
FROVATRIPTAN	3	0	2	1.3435	1	4	4	14	4	1	1	0	0	0.35714285714285715	0
FLUOXYMESTERONE	2	0	3	3.3322000000000016	7	3	4	20	2	0	4	3	0	0.85	0
CELECOXIB	1	0	4	3.513920000000001	0	5	9	17	2	1	0	0	0	0.1176470588235294	0
AZACITIDINE	4	1	9	-3.167999999999999	4	9	9	8	5	2	0	0	0	0.625	0
PHENINDIONE	0	0	2	2.849400000000001	0	2	2	15	0	0	1	0	0	0.06666666666666668	0
ROPINIROLE	1	1	2	2.845700000000001	0	3	3	16	1	1	0	0	0	0.5625	1
BUPROPION	1	0	2	3.2993000000000023	1	2	3	13	1	0	0	0	0	0.4615384615384616	1
IOHEXOL	8	0	9	-1.6274999999999986	3	12	15	19	8	0	0	0	0	0.5263157894736842	0
HEXOCYCLIUM_METHYLSULFATE	1	1	2	2.8465000000000007	1	3	3	20	1	1	1	1	0	0.7	0
CARBENICILLIN_INDANYL_SODIUM	2	2	6	2.4962	4	8	9	26	2	2	1	0	0	0.38461538461538464	0
EPROSARTAN_MESYLATE	2	0	5	4.744400000000003	0	6	7	23	2	2	0	0	0	0.2608695652173913	0
ENOXACIN	2	1	6	0.6633000000000002	0	7	8	15	2	3	0	0	0	0.4	0
ALPRAZOLAM	0	1	4	3.5801200000000017	0	4	5	17	0	2	0	0	0	0.1176470588235294	1
MEPROBAMATE	2	0	4	0.9834000000000004	0	6	6	9	4	0	0	0	0	0.7777777777777778	1
ANISOTROPINE	0	2	2	3.5158000000000023	2	3	3	17	0	2	0	0	2	0.9411764705882352	0
RITONAVIR	4	0	9	5.905200000000005	4	11	13	37	4	2	0	0	0	0.4324324324324325	0
VITAMIN	1	1	2	8.840260000000002	3	2	2	29	1	1	0	0	0	0.7931034482758621	0
PREDNISOLONE	3	0	5	1.5576	7	5	5	21	3	0	4	3	0	0.7142857142857143	0
OTILONIUM	1	0	4	6.321400000000009	0	6	6	29	1	0	0	0	0	0.5172413793103449	0
OXOLINIC	1	1	5	1.4483	0	6	6	13	1	2	0	0	0	0.2307692307692308	0
ROPIVACAINE	1	1	2	3.5064400000000018	1	3	3	17	1	1	0	0	0	0.5882352941176471	1
PINAVERIUM	0	1	4	5.2923000000000044	3	5	6	26	0	1	3	3	2	0.7692307692307693	0
AZITHROMYCIN_DIHYDRATE	5	3	14	1.9007000000000047	18	14	14	38	5	3	0	0	0	0.9736842105263158	0
LACTITOL	9	1	11	-5.761199999999992	9	11	11	12	9	1	0	0	0	1.0	0
AMBENONIUM_CHLORIDE	2	0	2	4.639200000000005	0	6	8	28	2	0	0	0	0	0.5	0
CARBETAPENTANE	0	0	4	3.4000000000000017	0	4	4	20	0	0	1	1	0	0.65	0
PIROXICAM	2	1	5	1.5810000000000002	0	7	8	15	2	2	0	0	0	0.06666666666666668	0
TIMOLOL_MALEATE	2	1	8	0.5024999999999997	1	7	8	13	2	2	0	0	0	0.8461538461538461	0
CLARITHROMYCIN	4	3	14	2.4397000000000046	18	14	14	38	4	3	0	0	0	0.9473684210526316	0
FENFLURAMINE	1	0	1	3.2459000000000024	1	1	4	12	1	0	0	0	0	0.5	1
ASTEMIZOLE	1	1	5	5.351300000000005	0	5	6	28	1	2	0	0	0	0.32142857142857145	0
TANDOSPIRONE	0	2	6	1.4098999999999997	4	7	7	21	0	3	2	2	2	0.7142857142857143	1
IMIPRAMINE	0	1	2	3.875000000000004	0	2	2	19	0	1	0	0	0	0.3684210526315789	1
HALOFANTRINE_HYDROCHLORIDE	1	0	2	8.644300000000001	1	2	7	26	1	0	0	0	0	0.4615384615384616	0
ERYTHROMYCIN	5	3	14	1.785600000000004	18	14	14	37	5	3	0	0	0	0.9459459459459459	0
LORMETAZEPAM	1	1	3	3.1256000000000017	1	4	6	16	1	1	0	0	0	0.125	1
TRIMEPRAZINE	0	1	3	4.4870000000000045	1	2	3	18	0	1	0	0	0	0.3333333333333333	1
REBAMIPIDE	3	0	3	2.6072000000000006	1	6	7	19	3	1	0	0	0	0.10526315789473684	0
MEFLOQUINE	2	1	3	4.4479000000000015	2	3	9	17	2	2	0	0	0	0.4705882352941176	0
MESORIDAZINE	0	2	4	4.901100000000005	2	3	5	21	0	2	0	0	0	0.42857142857142855	1
AMITRIPTYLINE	0	0	1	4.168600000000003	0	1	1	20	0	0	1	0	0	0.3	1
DIPYRIDAMOLE	4	2	12	-0.017599999999997284	0	12	12	24	4	4	0	0	0	0.75	0
POLYTHIAZIDE	2	1	6	1.655	1	7	14	11	3	1	0	0	0	0.4545454545454545	0
TIRAPAZAMINE	1	0	4	-0.9162000000000003	0	6	6	7	2	1	0	0	0	0.0	0
TENOXICAM	2	1	6	1.6425	0	7	9	13	2	3	0	0	0	0.07692307692307693	0
BUNAZOSIN	1	1	7	2.068	0	8	8	19	2	2	0	0	0	0.5263157894736842	0
LEVOCARNITINE	2	0	2	-0.4718000000000007	1	4	4	7	2	0	0	0	0	0.8571428571428571	0
ANASTROZOLE	0	0	5	2.9287600000000014	0	5	5	17	0	1	0	0	0	0.4117647058823529	0
MOCLOBEMIDE	1	1	3	1.4019999999999997	0	4	5	13	1	1	0	0	0	0.4615384615384616	1
ETODOLAC	2	1	2	3.3830000000000013	1	4	4	17	2	2	0	0	0	0.4705882352941176	0
AMINOSALICYLIC_ACID	3	0	3	0.6726000000000001	0	4	4	7	4	0	0	0	0	0.0	0
SATIGREL	1	0	4	3.8940800000000015	0	5	5	20	1	0	0	0	0	0.2	0
GLIPIZIDE	3	0	6	2.07812	0	9	10	21	3	1	1	1	0	0.42857142857142855	0
TRIAMCINOLONE_DIACETATE	2	0	8	1.7620999999999996	8	8	9	25	2	0	4	3	0	0.68	0
CYCLIZINE	0	1	2	3.0234000000000014	0	2	2	18	0	1	0	0	0	0.3333333333333333	1
BREQUINAR	1	0	2	5.853620000000004	0	3	5	23	1	1	0	0	0	0.043478260869565216	0
CYCLOPHOSPHAMIDE	1	1	2	1.884	1	4	7	7	1	1	0	0	0	1.0	0
CROMOLYN_SODIUM	3	0	9	2.1145	0	11	11	23	3	2	0	0	0	0.13043478260869565	0
IBANDRONATE	5	0	4	0.4999999999999996	0	8	10	9	5	0	0	0	0	1.0	0
ZALCITABINE	2	1	6	-0.5046000000000008	2	6	6	9	3	2	0	0	0	0.5555555555555556	0
DIRITHROMYCIN	5	4	16	2.201700000000009	20	16	16	42	5	4	0	0	2	0.9761904761904762	0
TRILOSTANE	2	1	4	3.466880000000002	8	4	4	20	2	1	4	3	0	0.85	0
RILMENIDINE	1	1	3	1.1507999999999998	0	3	3	10	1	1	2	2	0	0.9	0
TELITHROMYCIN	1	3	14	4.929200000000005	13	15	15	43	1	5	0	0	0	0.7209302325581395	0
ALPIDEM	0	0	3	5.4992000000000045	0	4	6	21	0	2	0	0	0	0.3333333333333333	1
ISRADIPINE	1	1	8	2.5822000000000003	1	8	8	19	1	2	0	0	0	0.3684210526315789	0
IPRIFLAVONE	0	0	3	4.247200000000003	0	3	3	18	0	1	0	0	0	0.16666666666666666	0
FLUTAMIDE	1	0	3	3.2081000000000017	0	5	8	11	1	0	0	0	0	0.3636363636363637	0
NEFOPAM	0	1	2	3.2380000000000018	1	2	2	17	0	1	0	0	0	0.29411764705882354	1
ALOSETRON	1	1	3	2.4083200000000007	0	5	5	17	1	3	0	0	0	0.29411764705882354	0
MEPERIDINE	0	1	3	2.2131	0	3	3	15	0	1	0	0	0	0.5333333333333333	1
PIOGLITAZONE	1	1	5	3.159600000000001	1	5	6	19	1	2	0	0	0	0.3157894736842105	0
TELMISARTAN	1	0	5	7.264420000000008	0	6	6	33	1	2	0	0	0	0.18181818181818185	0
DICLOXACILLIN_SODIUM	2	2	6	3.2021200000000016	3	8	11	19	2	3	0	0	0	0.3684210526315789	0
OXANDROLONE	1	1	3	3.5431000000000026	7	3	3	19	1	1	3	3	0	0.9473684210526316	0
CIMETIDINE	3	0	4	0.5974	0	6	7	10	3	1	0	0	0	0.5	0
MARIMASTAT	5	0	5	-0.20809999999999906	3	8	8	15	5	0	0	0	0	0.8	0
CEPHALOGLYCIN	3	2	7	-0.011899999999999187	3	9	10	18	4	2	0	0	0	0.3333333333333333	0
FLUDROCORTISONE_ACETATE	3	0	5	1.8737	7	5	6	21	3	0	4	3	0	0.8095238095238095	0
MESNA	2	0	3	-0.19599999999999984	0	3	5	2	1	0	0	0	0	1.0	0
SILDENAFIL_CITRATE	1	1	8	1.6109	0	10	11	22	1	3	0	0	0	0.5	0
REMIFENTANIL	0	1	6	2.0003	0	7	7	20	0	1	0	0	0	0.55	1
KANAMYCIN_SULFATE	11	2	15	-7.2913999999999985	15	15	15	18	15	2	1	1	0	1.0	0
GEMFIBROZIL	1	0	2	3.573240000000002	0	3	3	15	1	0	0	0	0	0.5333333333333333	0
ACETOPHENAZINE	1	2	6	3.4919000000000042	0	5	6	23	1	2	0	0	0	0.43478260869565216	1
AMPHOTERICIN_B	12	3	17	0.7117000000000075	19	18	18	47	13	3	0	0	2	0.6595744680851063	0
LANSOPRAZOLE	1	0	4	3.515220000000001	1	5	9	16	1	2	0	0	0	0.25	0
AMANTADINE	1	0	1	1.9139	0	1	1	10	2	0	4	4	4	1.0	1
PERFLUBRON	0	0	0	6.348200000000002	0	0	18	8	0	0	0	0	0	1.0	0
CLOTRIMAZOLE	0	0	2	5.376700000000002	0	2	3	22	0	1	0	0	0	0.045454545454545456	0
NYLIDRIN	3	0	3	3.4250000000000016	3	3	3	19	3	0	0	0	0	0.3684210526315789	0
INDOMETACIN	0	0	5	8.805120000000002	0	5	6	34	0	1	0	0	0	0.35294117647058826	0
ROSIGLITAZONE_MALEATE	1	1	6	2.490900000000001	1	6	7	18	1	2	0	0	0	0.2777777777777778	0
EBASTINE	0	1	3	7.217600000000008	0	3	3	32	0	1	0	0	0	0.40625	0
FOLIC_ACID	6	0	9	-0.04479999999999952	1	13	13	19	7	2	0	0	0	0.21052631578947367	0
OXYPHENBUTAZONE	1	1	3	3.4934000000000016	1	5	5	19	1	1	0	0	0	0.2631578947368421	0
SODIUM_PHENYLBUTYRATE	1	0	1	2.0939	0	2	2	10	1	0	0	0	0	0.3	0
ESTRAMUSTINE	1	0	3	5.182000000000007	5	4	6	23	1	0	3	2	0	0.6956521739130435	0
TOREMIFENE_CITRATE	0	0	2	6.215000000000006	0	2	3	26	0	0	0	0	0	0.2307692307692308	0
ACETAMINOPHEN/PARACETAMOL	2	0	2	1.3505999999999998	0	3	3	8	2	0	0	0	0	0.125	1
METIXENE	0	2	2	5.015000000000005	1	1	2	20	0	2	0	0	0	0.4	1
CYCLANDELATE	1	0	3	3.4780000000000024	3	3	3	17	1	0	1	1	0	0.5882352941176471	0
CEFDINIR	4	2	9	-0.17180000000000062	2	10	12	14	5	3	0	0	0	0.21428571428571427	0
CARPHENAZINE	1	2	6	3.882000000000003	0	5	6	24	1	2	0	0	0	0.4583333333333333	1
METHOTRIMEPRAZINE	0	1	4	4.495600000000005	1	3	4	19	0	1	0	0	0	0.3684210526315789	1
GLISOXEPIDE	3	1	7	1.7344199999999994	0	10	11	20	3	2	0	0	0	0.45	0
TYROPANOATE_SODIUM	2	0	2	4.892300000000003	1	4	7	15	2	0	0	0	0	0.4666666666666667	0
AZATADINE	0	1	2	3.7077000000000018	0	2	2	20	0	2	1	0	0	0.35	1
NICARDIPINE_HYDROCHLORIDE	1	1	8	3.677800000000003	1	9	9	26	1	1	0	0	0	0.3076923076923077	0
CLEBOPRIDE	2	1	4	3.3252000000000024	0	5	6	20	3	1	0	0	0	0.35	0
GANCICLOVIR	4	0	8	-1.9708999999999992	0	9	9	9	5	2	0	0	0	0.4444444444444444	0
TIPRANAVIR	2	1	6	7.325500000000009	2	7	11	31	2	2	0	0	0	0.3548387096774194	0
NALOXONE	2	2	5	1.3014	4	5	5	19	2	2	2	1	2	0.5263157894736842	1
TRIOXSALEN	0	0	3	3.4644600000000016	0	3	3	14	0	2	0	0	0	0.21428571428571427	0
NATEGLINIDE	2	0	2	3.2609000000000012	1	4	4	19	2	0	1	1	0	0.5789473684210527	0
OXYBUTYNIN	1	0	4	3.342900000000002	1	4	4	22	1	0	1	1	0	0.5909090909090909	0
NILUTAMIDE	1	1	4	2.4484000000000004	0	7	10	12	1	1	0	0	0	0.3333333333333333	0
PHENOPERIDINE	1	1	4	3.7070000000000025	1	4	4	23	1	1	0	0	0	0.43478260869565216	1
PHENDIMETRAZINE	0	1	2	2.0782	2	2	2	12	0	1	0	0	0	0.5	1
ETHACRYNIC_ACID	1	0	3	3.6057000000000015	0	4	6	13	1	0	0	0	0	0.2307692307692308	0
ROSOXACIN	1	0	4	2.781600000000002	0	5	5	17	1	2	0	0	0	0.1176470588235294	0
NEMONAPRIDE	2	1	4	3.783100000000002	2	5	6	21	2	1	0	0	0	0.3809523809523809	1
HYDROCODONE	0	2	4	1.9333	4	4	4	18	0	2	2	1	2	0.6111111111111112	1
BENZHEXOL	1	1	2	4.330500000000004	1	2	2	20	1	1	1	1	0	0.7	1
FORMOTEROL	4	0	5	2.2233	2	6	6	19	4	0	0	0	0	0.3157894736842105	0
TADALAFIL	1	3	4	2.2113	2	7	7	22	1	4	0	0	0	0.2727272727272727	0
MELPHALAN	2	0	3	1.925	1	4	6	13	3	0	0	0	0	0.4615384615384616	0
ETIDRONATE_DISODIUM	5	0	3	-0.9922000000000002	0	7	9	2	5	0	0	0	0	1.0	0
ADEFOVIR_DIPIVOXIL	1	0	13	2.702500000000001	0	13	14	20	2	2	0	0	0	0.65	0
DELAVIRDINE_MESYLATE	3	1	6	2.7171000000000003	0	9	10	22	3	3	0	0	0	0.3636363636363637	0
DIHYDROTACHYSTEROL	1	0	1	7.720900000000008	7	1	1	28	1	0	3	3	0	0.7857142857142857	0
RIFAMPIN	6	4	15	4.3354200000000045	9	16	16	43	6	4	0	0	5	0.5348837209302325	0
BUDESONIDE	2	1	6	2.716800000000001	9	6	6	25	2	1	4	3	0	0.76	0
MORICIZINE_HYDROCHLORIDE	1	2	6	4.106600000000003	0	7	8	22	1	2	0	0	0	0.3636363636363637	0
FLUOXETINE	1	0	2	4.435000000000003	1	2	5	17	1	0	0	0	0	0.29411764705882354	1
CEFTIBUTEN_DIHYDRATE	4	2	8	-0.048199999999999854	2	10	12	15	5	3	0	0	0	0.26666666666666666	0
EPHEDRINE	2	0	2	1.3279	2	2	2	10	2	0	0	0	0	0.4	1
PROGLUMETACIN	1	1	11	6.164220000000006	1	13	14	46	1	2	0	0	0	0.4565217391304348	0
OLMESARTAN_MEDOXOMIL	3	0	7	3.6566000000000014	0	9	9	24	3	2	0	0	0	0.2916666666666667	0
CAPECITABINE	3	1	8	0.7602	4	9	10	15	3	2	0	0	0	0.6666666666666666	0
TROFOSFAMIDE	0	1	2	2.8352000000000013	1	4	8	9	0	1	0	0	0	1.0	0
METHYLTESTOSTERONE	1	0	2	4.269300000000004	6	2	2	20	1	0	4	3	0	0.85	0
METHYCLOTHIAZIDE	2	1	5	0.5983000000000003	1	7	11	9	3	1	0	0	0	0.3333333333333333	0
SULFAMETHIZOLE	2	0	6	1.2295199999999995	0	6	8	9	3	1	0	0	0	0.1111111111111111	0
NAFCILLIN_SODIUM	2	2	5	2.9401	3	7	8	21	2	2	0	0	0	0.3809523809523809	0
ACENOCOUMAROL	1	0	6	3.5178000000000016	1	7	7	19	1	1	0	0	0	0.15789473684210525	0
FLAVOXATE	0	1	5	4.411120000000004	0	5	5	24	0	2	0	0	0	0.3333333333333333	0
ARBIDOL	1	0	6	5.177000000000005	0	5	7	22	1	1	0	0	0	0.3181818181818182	0
DIAZEPAM	0	1	2	3.1538000000000017	0	3	4	16	0	1	0	0	0	0.125	1
DUTASTERIDE	2	1	2	6.576100000000006	7	4	10	27	2	1	3	3	0	0.6296296296296297	0
DOXAZOSIN_MESYLATE	1	2	9	1.7177999999999995	1	10	10	23	2	3	0	0	0	0.3478260869565217	0
AMBROXOL	3	0	3	3.1869000000000014	0	3	5	13	4	0	1	1	0	0.5384615384615384	0
RISPERIDONE	0	2	6	3.5904200000000026	0	6	7	23	0	4	0	0	0	0.5217391304347826	1
TAMSULOSIN_HYDROCHLORIDE	2	0	6	2.3409	1	7	8	20	3	0	0	0	0	0.4	0
METHYLPREDNISOLONE	3	0	5	1.8036000000000003	8	5	5	22	3	0	4	3	0	0.7272727272727273	1
DELORAZEPAM	1	1	2	3.7829000000000015	0	3	5	15	1	1	0	0	0	0.06666666666666668	1
BUTOBARBITONE	2	1	3	0.7948999999999998	1	5	5	10	2	1	0	0	0	0.7	1
ISOCARBOXAZID	2	0	4	1.41762	0	5	5	12	2	1	0	0	0	0.16666666666666666	1
DOFETILIDE	2	0	6	1.9829	0	8	10	19	2	0	0	0	0	0.3684210526315789	0
PHENAZOPYRIDINE	2	0	5	2.6613999999999995	0	5	5	11	4	1	0	0	0	0.0	0
TRICLOFOS_SODIUM	2	0	2	1.4658999999999998	0	4	8	2	2	0	0	0	0	1.0	0
OXYCODONE	1	2	5	1.0481999999999998	4	5	5	18	1	2	2	1	2	0.6111111111111112	1
NIZOFENONE	0	0	6	4.506700000000005	0	7	8	21	0	1	0	0	0	0.2380952380952381	1
AMOXICILLIN	4	2	6	0.023700000000000443	4	8	9	16	5	2	0	0	0	0.4375	0
BENDROFLUMETHIAZIDE	3	1	5	1.6254	1	7	12	15	4	1	0	0	0	0.2	0
SIMVASTATIN	1	1	5	4.585600000000005	7	5	5	25	1	1	2	0	0	0.76	0
RIFAPENTINE	6	4	15	5.648220000000008	9	16	16	47	6	4	1	1	5	0.5744680851063829	0
VANCOMYCIN_HYDROCHLORIDE	18	7	25	1.1968000000000056	18	32	34	67	20	7	0	0	11	0.4328358208955224	0
NORETHINDRONE	1	0	2	3.4925000000000024	6	2	2	20	1	0	4	3	0	0.75	0
PHENACEMIDE	2	0	2	0.4240000000000001	0	4	4	9	3	0	0	0	0	0.1111111111111111	1
MEPYRAMINE	0	0	4	2.6584000000000003	0	4	4	17	0	1	0	0	0	0.35294117647058826	1
CICLETANINE	1	1	3	3.3686200000000017	1	3	4	14	1	2	0	0	0	0.21428571428571427	0
PROBENECID	1	0	3	2.1955	0	5	6	13	1	0	0	0	0	0.4615384615384616	0
TRANYLCYPROMINE	1	0	1	1.5012	2	1	1	9	2	0	1	1	0	0.3333333333333333	1
ROSUVASTATIN	3	0	7	2.401700000000001	2	9	11	22	3	1	0	0	0	0.4090909090909091	0
CHLORDIAZEPOXIDE	1	1	3	2.950700000000001	0	4	5	16	1	1	0	0	0	0.125	1
TETRACYCLINE_HYDROCHLORIDE	6	0	9	-0.2143999999999982	5	10	10	22	7	0	3	0	0	0.4090909090909091	0
TOCAINIDE_HYDROCHLORIDE	2	0	2	1.5891399999999998	1	3	3	11	3	0	0	0	0	0.3636363636363637	0
SULTHIAME	1	1	4	0.2640000000000001	0	6	8	10	2	1	0	0	0	0.4	1
LEFLUNOMIDE	1	0	3	3.2541200000000012	0	4	7	12	1	1	0	0	0	0.16666666666666666	0
CARBAMAZEPINE	1	1	1	3.3872000000000018	0	3	3	15	2	1	0	0	0	0.0	1
FELBAMATE	2	0	4	0.9608000000000004	0	6	6	11	4	0	0	0	0	0.2727272727272727	1
CHLORZOXAZONE	1	0	2	1.7744999999999995	0	3	4	7	1	1	0	0	0	0.0	1
AMINOCAPROIC_ACID	2	0	2	0.5901000000000001	0	3	3	6	3	0	0	0	0	0.8333333333333334	0
DESIPRAMINE	1	1	2	3.5328000000000026	0	2	2	18	1	1	0	0	0	0.3333333333333333	1
TIOPRONIN	3	0	3	-0.4945000000000005	1	4	5	5	2	0	0	0	0	0.6	0
PIMOZIDE	1	1	3	5.8570000000000055	0	4	6	28	1	2	0	0	0	0.32142857142857145	1
CEFETAMET	3	2	9	-0.16569999999999918	2	10	12	14	4	3	0	0	0	0.35714285714285715	0
MYCOPHENOLATE_MOFETIL	1	2	8	2.524020000000001	0	8	8	23	1	2	0	0	0	0.5652173913043478	0
BEZAFIBRATE	2	0	3	3.5545000000000013	0	5	6	19	2	0	0	0	0	0.2631578947368421	0
TETRAZEPAM	1	1	2	3.4475000000000025	1	3	4	16	1	1	1	0	0	0.4375	1
DIHYDROCODEINE	1	2	4	1.7251	5	4	4	18	1	2	2	1	2	0.6666666666666666	1
BEXAROTENE	1	0	1	6.103720000000006	0	2	2	24	1	0	1	0	0	0.375	0
FAMOTIDINE	5	0	7	-0.5583299999999984	0	9	12	8	8	1	0	0	0	0.375	0
FRAMYCETIN	13	3	19	-8.895300000000018	19	19	19	23	19	3	1	1	0	1.0	0
ETILEFRINE	3	0	3	1.0351	1	3	3	10	3	0	0	0	0	0.4	0
PYRVINIUM	0	0	2	5.308240000000006	0	3	3	26	0	2	0	0	0	0.19230769230769232	0
PRAVASTATIN_SODIUM	4	0	6	2.4404000000000003	8	7	7	23	4	0	2	0	0	0.7391304347826086	0
SIROLIMUS	3	3	13	6.180600000000008	15	14	14	51	3	3	1	1	2	0.7450980392156863	0
MEBEVERINE	0	0	6	4.6025000000000045	1	6	6	25	0	0	0	0	0	0.48	0
